Iteration,Hordes,RatsPerHorde,TotalRats,FPS,PhysicsFPS
0,10,32051,320510,14.65,10.00
0,10,32101,321010,14.80,10.00
0,10,32151,321510,14.55,10.00
0,10,32201,322010,14.39,10.00
0,10,32251,322510,14.42,10.00
0,10,32301,323010,14.74,10.00
0,10,32351,323510,14.37,10.00
0,10,32401,324010,14.32,10.00
0,10,32451,324510,14.46,10.00
0,10,32501,325010,14.66,10.00
0,10,32551,325510,14.47,10.00
0,10,32601,326010,14.47,10.00
0,10,32651,326510,14.48,10.00
0,10,32701,327010,14.63,10.00
0,10,32751,327510,14.37,10.00
0,10,32801,328010,14.20,10.00
0,10,32851,328510,14.22,10.00
0,10,32901,329010,14.56,10.00
0,10,32951,329510,14.18,10.00
0,10,33001,330010,14.13,10.00
0,10,33051,330510,14.30,10.00
0,10,33101,331010,14.45,10.00
0,10,33151,331510,14.46,10.00
0,10,33201,332010,14.62,10.00
0,10,33251,332510,14.62,10.00
0,10,33301,333010,14.41,10.00
0,10,33351,333510,14.39,10.00
0,10,33401,334010,14.39,10.00
0,10,33451,334510,14.18,10.00
0,10,33501,335010,14.34,10.00
0,10,33551,335510,14.12,10.00
0,10,33601,336010,14.12,10.00
0,10,33651,336510,13.97,10.00
0,10,33701,337010,14.13,10.00
0,10,33751,337510,14.13,10.00
0,10,33801,338010,13.93,10.00
0,10,33851,338510,14.08,10.00
0,10,33901,339010,14.08,10.00
0,10,33951,339510,13.85,10.00
0,10,34001,340010,13.67,10.00
0,10,34051,340510,13.67,10.00
0,10,34101,341010,14.15,10.00
0,10,34151,341510,13.99,10.00
0,10,34201,342010,13.99,10.00
0,10,34251,342510,13.74,10.00
0,10,34301,343010,13.90,10.00
0,10,34351,343510,13.71,10.00
0,10,34401,344010,13.32,10.00
0,10,34451,344510,13.47,10.00
0,10,34501,345010,13.47,10.00
0,10,34551,345510,13.46,10.00
0,10,34601,346010,13.62,10.00
0,10,34651,346510,13.62,10.00
0,10,34701,347010,13.77,10.00
0,10,34751,347510,13.40,10.00
0,10,34801,348010,13.40,10.00
0,10,34851,348510,13.67,10.00
0,10,34901,349010,13.69,10.00
0,10,34951,349510,13.69,10.00
0,10,35001,350010,13.44,10.00
0,10,35051,350510,13.58,10.00
0,10,35101,351010,13.58,10.00
0,10,35151,351510,13.20,10.00
0,10,35201,352010,13.35,10.00
0,10,35251,352510,13.51,10.00
0,10,35301,353010,13.51,10.00
0,10,35351,353510,13.48,10.00
0,10,35401,354010,13.27,10.00
0,10,35451,354510,13.27,10.00
0,10,35501,355010,13.21,10.00
0,10,35551,355510,13.39,10.00
0,10,35601,356010,13.38,10.00
0,10,35651,356510,13.38,10.00
0,10,35701,357010,13.12,10.00
0,10,35751,357510,13.30,10.00
0,10,35801,358010,13.09,10.00
0,10,35851,358510,13.09,10.00
0,10,35901,359010,13.03,10.00
0,10,35951,359510,12.99,10.00
0,10,36001,360010,12.99,10.00
0,10,36051,360510,12.99,10.00
0,10,36101,361010,13.10,10.00
0,10,36151,361510,12.93,10.00
0,10,36201,362010,12.99,10.00
0,10,36251,362510,13.17,10.00
0,10,36301,363010,13.17,10.00
0,10,36351,363510,12.90,10.00
0,10,36401,364010,13.06,10.00
0,10,36451,364510,12.86,10.00
0,10,36501,365010,12.86,10.00
0,10,36551,365510,12.78,10.00
0,10,36601,366010,12.58,10.00
0,10,36651,366510,12.72,10.00
0,10,36701,367010,12.88,10.00
0,10,36751,367510,12.88,10.00
0,10,36801,368010,12.46,10.00
0,10,36851,368510,12.46,10.00
0,10,36901,369010,12.77,10.00
0,10,36951,369510,12.93,10.00
0,10,37001,370010,12.93,10.00
0,10,37051,370510,12.33,10.00
0,10,37101,371010,12.15,10.00
0,10,37151,371510,12.29,10.00
0,10,37201,372010,12.43,10.00
0,10,37251,372510,12.25,10.00
0,10,37301,373010,12.25,10.00
0,10,37351,373510,12.16,10.00
0,10,37401,374010,12.14,10.00
0,10,37451,374510,12.50,10.00
0,10,37501,375010,12.11,10.00
0,10,37551,375510,12.11,10.00
0,10,37601,376010,12.06,10.00
0,10,37651,376510,12.22,10.00
0,10,37701,377010,11.99,10.00
0,10,37751,377510,12.18,10.00
0,10,37801,378010,12.33,10.00
0,10,37851,378510,12.33,10.00
0,10,37901,379010,11.90,10.00
0,10,37951,379510,11.89,10.00
0,10,38001,380010,12.04,10.00
0,10,38051,380510,12.03,10.00
0,10,38101,381010,12.01,10.00
0,10,38151,381510,12.01,10.00
0,10,38201,382010,12.14,10.00
0,10,38251,382510,11.77,10.00
0,10,38301,383010,11.59,10.00
